Participant,Time,Polar_HR,HRMDUAL_HR,Vivo_HR,Polar_RR,HRMDUAL_RR,Vivo_RR
P3,10:00:54,84,83,82,717,743,730
P3,10:00:55,84,83,79,676,726,755
P3,10:00:56,84,82,82,711,739,731
P3,10:00:57,84,83,91,742,708,662
P3,10:00:58,84,83,88,727,719,683
P3,10:00:59,83,83,85,744,725,705
P3,10:01:00,83,83,76,707,707,791
P3,10:01:01,83,84,81,690,688,744
P3,10:01:02,84,84,83,719,697,721
P3,10:01:03,84,84,84,707,721,709
P3,10:01:04,84,84,85,685,694,703
P3,10:01:05,84,85,86,698,695,698
P3,10:01:06,85,84,83,721,709,723
P3,10:01:07,84,85,83,723,708,719
P3,10:01:08,84,86,87,724,661,692
P3,10:01:09,85,87,88,691,649,678
P3,10:01:10,85,87,91,708,670,662
P3,10:01:11,85,86,95,679,715,634
P3,10:01:12,86,85,90,649,756,669
P3,10:01:13,87,84,88,648,801,683
P3,10:01:14,88,82,87,716,823,693
P3,10:01:15,88,82,106,725,768,568
P3,10:01:16,87,82,85,756,739,708
P3,10:01:17,85,81,85,802,752,710
P3,10:01:18,84,81,84,768,743,712
P3,10:01:19,83,81,84,735,750,714
P3,10:01:20,82,81,82,739,766,732
P3,10:01:21,82,81,80,743,747,751
P3,10:01:22,82,81,81,734,753,742
P3,10:01:23,82,80,77,750,754,780
P3,10:01:24,81,81,83,747,718,724
P3,10:01:25,81,81,85,722,716,707
P3,10:01:26,81,81,80,754,725,748
P3,10:01:27,81,82,81,731,712,744
P3,10:01:28,81,82,87,719,714,688
P3,10:01:29,81,83,83,725,706,724
P3,10:01:30,82,83,84,730,671,713
P3,10:01:31,82,86,93,714,650,645
P3,10:01:32,82,89,94,697,604,636
P3,10:01:33,83,89,103,705,655,585
P3,10:01:34,84,88,83,651,687,722
P3,10:01:35,85,88,82,604,714,735
P3,10:01:36,88,87,85,610,733,706
P3,10:01:37,89,85,77,687,751,781
P3,10:01:38,89,85,84,699,724,717
P3,10:01:39,88,84,83,714,734,727
P3,10:01:40,88,84,81,751,750,738
P3,10:01:41,87,83,82,728,742,726
P3,10:01:42,85,83,83,724,753,720
P3,10:01:43,85,82,84,750,750,714
P3,10:01:44,85,82,94,734,703,638
P3,10:01:45,84,82,75,742,710,795
P3,10:01:46,83,82,81,750,756,743
P3,10:01:47,83,82,79,743,731,764
P3,10:01:48,83,81,80,711,742,747
P3,10:01:49,83,81,83,736,754,719
P3,10:01:50,83,81,82,756,725,727
P3,10:01:51,82,82,82,742,737,735
P3,10:01:52,82,82,77,748,714,788
P3,10:01:53,82,83,83,754,691,727
P3,10:01:54,82,83,84,737,704,713
P3,10:01:55,82,83,86,716,719,697
P3,10:01:56,82,83,89,691,721,677
P3,10:01:57,82,84,88,684,695,678
P3,10:01:58,83,83,88,704,713,682
P3,10:01:59,83,83,86,721,713,698
P3,10:02:00,84,83,84,706,728,713
P3,10:02:01,84,83,83,713,740,719
P3,10:02:02,84,83,83,723,696,719
P3,10:02:03,84,83,83,713,710,721
P3,10:02:04,84,83,83,740,713,722
P3,10:02:05,83,84,83,729,697,720
P3,10:02:06,83,84,84,709,683,718
P3,10:02:07,84,84,80,725,705,752
P3,10:02:08,84,84,81,713,733,739
P3,10:02:09,84,83,74,682,756,809
P3,10:02:10,84,82,74,706,807,812
P3,10:02:11,84,81,75,733,811,804
P3,10:02:12,84,79,74,728,798,806
P3,10:02:13,84,79,77,756,804,777
P3,10:02:14,83,79,79,808,767,753
P3,10:02:15,82,80,82,798,721,729
P3,10:02:16,81,80,87,804,634,687
P3,10:02:17,80,80,80,804,621,751
P3,10:02:18,79,85,82,722,641,735
P3,10:02:19,80,86,74,680,666,809
P3,10:02:20,81,87,74,621,663,815
P3,10:02:21,84,87,78,620,682,772
P3,10:02:22,86,87,66,667,660,911
P3,10:02:23,87,89,65,661,621,922
P3,10:02:24,87,91,74,683,612,812
P3,10:02:25,88,92,72,684,604,833
P3,10:02:26,89,93,76,622,604,794
P3,10:02:27,90,94,81,612,624,740
P3,10:02:28,92,94,82,609,636,729
P3,10:02:29,94,94,81,604,648,745
P3,10:02:30,95,94,74,625,623,807
P3,10:02:31,95,95,73,621,605,822
P3,10:02:32,95,95,75,648,623,802
P3,10:02:33,95,95,68,632,627,882
P3,10:02:34,95,96,79,605,618,758
P3,10:02:35,96,96,82,624,606,734
P3,10:02:36,96,96,72,640,621,833
P3,10:02:37,96,96,88,618,614,685
P3,10:02:38,96,97,89,604,593,674
P3,10:02:39,97,97,89,621,589,673
P3,10:02:40,97,97,91,614,669,662
P3,10:02:41,97,95,88,597,707,685
P3,10:02:42,98,94,87,590,701,693
P3,10:02:43,99,93,87,623,670,692
P3,10:02:44,98,92,88,707,670,685
P3,10:02:45,93,90,91,726,702,657
P3,10:02:46,92,90,87,670,812,688
P3,10:02:47,91,89,87,672,754,689
P3,10:02:48,91,87,87,670,766,692
P3,10:02:49,90,84,85,758,801,702
P3,10:02:50,89,83,89,811,807,676
P3,10:02:51,86,82,90,754,767,666
P3,10:02:52,85,81,87,801,794,688
P3,10:02:53,84,80,81,814,824,740
P3,10:02:54,83,80,82,807,739,735
P3,10:02:55,81,81,82,767,672,729
P3,10:02:56,81,81,82,824,620,729
P3,10:02:57,79,85,83,770,622,717
P3,10:02:58,79,86,85,672,617,706
P3,10:02:59,81,88,86,653,632,701
P3,10:03:00,83,90,84,622,630,718
P3,10:03:01,86,91,85,622,607,710
P3,10:03:02,88,93,88,631,605,682
P3,10:03:03,89,93,95,630,631,633
P3,10:03:04,91,92,96,621,665,627
P3,10:03:05,92,92,96,605,636,624
P3,10:03:06,94,93,96,606,616,626
P3,10:03:07,94,94,96,665,603,626
P3,10:03:08,94,94,97,636,694,619
P3,10:03:09,94,93,99,616,679,608
P3,10:03:10,95,93,93,603,675,646
P3,10:03:11,96,92,89,639,675,673
P3,10:03:12,95,91,75,679,657,805
P3,10:03:13,93,92,93,663,639,647
P3,10:03:14,92,92,93,676,638,643
P3,10:03:15,91,92,96,669,645,625
P3,10:03:16,91,92,92,639,651,651
P3,10:03:17,92,92,93,634,644,643
P3,10:03:18,92,92,94,645,634,639
P3,10:03:19,92,91,91,667,705,660
P3,10:03:20,92,90,84,644,708,715
P3,10:03:21,92,89,86,638,690,699
P3,10:03:22,93,89,88,668,676,685
P3,10:03:23,92,89,90,706,678,670
P3,10:03:24,91,89,91,690,675,661
P3,10:03:25,89,89,87,687,658,687
P3,10:03:26,89,90,88,678,664,680
P3,10:03:27,89,90,88,663,655,682
P3,10:03:28,89,90,90,658,639,669
P3,10:03:29,90,91,93,661,630,645
P3,10:03:30,90,93,93,656,602,646
P3,10:03:31,90,95,93,653,580,645
P3,10:03:32,91,97,94,630,565,636
P3,10:03:33,92,99,92,601,566,655
P3,10:03:34,94,100,93,592,583,645
P3,10:03:35,97,99,99,565,626,606
P3,10:03:36,100,99,101,566,637,594
P3,10:03:37,101,98,97,582,638,618
P3,10:03:38,102,96,94,589,669,636
P3,10:03:39,101,96,94,637,628,638
P3,10:03:40,99,96,94,604,601,637
P3,10:03:41,97,97,95,669,603,633
P3,10:03:42,96,97,96,628,614,625
P3,10:03:43,96,97,95,614,615,633
P3,10:03:44,97,97,102,603,618,589
P3,10:03:45,97,96,108,614,649,556
P3,10:03:46,97,96,101,616,721,593
P3,10:03:47,97,94,98,617,723,610
P3,10:03:48,97,93,100,635,677,599
P3,10:03:49,96,91,104,721,725,576
P3,10:03:50,95,90,96,760,716,623
P3,10:03:51,91,90,95,723,701,630
P3,10:03:52,90,90,95,725,664,634
P3,10:03:53,89,89,96,695,672,624
P3,10:03:54,88,89,94,701,673,635
P3,10:03:55,88,90,93,666,672,644
P3,10:03:56,88,90,89,672,655,671
P3,10:03:57,88,89,88,677,681,678
P3,10:03:58,88,88,88,672,745,680
P3,10:03:59,89,87,88,654,740,685
P3,10:04:00,89,86,87,681,733,692
P3,10:04:01,89,85,82,745,758,730
P3,10:04:02,87,85,76,745,695,790
P3,10:04:03,86,86,82,734,687,736
P3,10:04:04,86,85,84,742,705,711
P3,10:04:05,85,86,84,757,699,718
P3,10:04:06,84,86,85,688,693,702
P3,10:04:07,85,85,86,687,695,701
P3,10:04:08,85,85,74,699,720,806
P3,10:04:09,85,85,92,693,699,655
P3,10:04:10,85,86,84,695,677,717
P3,10:04:11,86,86,88,703,674,685
P3,10:04:12,85,87,92,720,683,650
P3,10:04:13,85,88,90,677,632,665
P3,10:04:14,86,90,89,661,573,673
P3,10:04:15,87,93,88,683,570,681
P3,10:04:16,87,94,87,659,599,689
P3,10:04:17,89,94,88,593,748,680
P3,10:04:18,93,94,88,570,761,681
P3,10:04:19,95,94,87,598,751,687
P3,10:04:20,97,94,85,656,728,702
P3,10:04:21,96,94,84,702,694,712
P3,10:04:22,95,94,80,748,685,747
P3,10:04:23,90,94,82,751,644,735
P3,10:04:24,87,93,85,728,651,706
P3,10:04:25,87,92,89,685,686,677
P3,10:04:26,87,90,89,656,716,673
P3,10:04:27,88,88,87,651,750,691
P3,10:04:28,89,88,86,657,726,701
P3,10:04:29,89,87,81,716,698,740
P3,10:04:30,89,86,85,765,713,703
P3,10:04:31,86,88,87,750,665,689
P3,10:04:32,86,90,87,698,614,688
P3,10:04:33,85,91,88,719,606,685
P3,10:04:34,85,92,90,665,618,665
P3,10:04:35,86,92,92,614,719,649
P3,10:04:36,89,90,84,600,737,712
P3,10:04:37,91,89,88,619,707,679
P3,10:04:38,92,88,87,646,727,690
P3,10:04:39,92,87,86,719,740,694
P3,10:04:40,90,87,87,707,706,688
P3,10:04:41,88,86,86,707,735,701
P3,10:04:42,88,85,84,741,736,715
P3,10:04:43,87,85,82,705,721,732
P3,10:04:44,86,85,83,714,707,727
P3,10:04:45,86,85,84,736,666,714
P3,10:04:46,85,86,86,737,690,701
P3,10:04:47,85,86,86,711,692,696
P3,10:04:48,85,85,87,680,757,691
P3,10:04:49,85,84,86,690,745,697
P3,10:04:50,86,83,85,691,727,705
P3,10:04:51,86,83,85,692,708,707
P3,10:04:52,86,84,79,745,678,756
P3,10:04:53,85,85,80,750,665,747
P3,10:04:54,84,86,83,728,661,723
P3,10:04:55,84,87,86,678,671,697
P3,10:04:56,85,88,88,686,659,681
P3,10:04:57,85,89,90,661,653,668
P3,10:04:58,86,89,88,661,640,679
P3,10:04:59,87,91,87,659,634,690
P3,10:05:00,88,92,86,649,596,701
P3,10:05:01,89,93,84,658,589,713
P3,10:05:02,89,94,80,635,588,754
P3,10:05:03,91,95,78,613,644,768
P3,10:05:04,94,93,89,586,665,675
P3,10:05:05,95,92,92,595,722,654
P3,10:05:06,97,91,91,614,749,659
P3,10:05:07,96,90,94,665,762,635
P3,10:05:08,96,87,104,675,729,577
P3,10:05:09,93,87,92,722,704,649
P3,10:05:10,91,87,88,763,689,685
P3,10:05:11,88,87,85,763,674,703
P3,10:05:12,87,87,89,715,696,674
P3,10:05:13,87,87,88,703,711,684
P3,10:05:14,87,87,88,674,672,680
P3,10:05:15,87,87,89,678,681,674
P3,10:05:16,87,87,89,684,702,674
P3,10:05:17,87,87,86,672,720,695
P3,10:05:18,87,85,86,671,735,701
P3,10:05:19,88,85,86,702,725,694
P3,10:05:20,87,85,87,690,723,687
P3,10:05:21,87,85,87,734,699,691
P3,10:05:22,86,85,87,726,664,689
P3,10:05:23,85,87,79,725,651,756
P3,10:05:24,85,88,85,701,643,709
P3,10:05:25,85,89,90,689,642,667
P3,10:05:26,86,90,91,651,633,656
P3,10:05:27,87,91,92,651,624,650
P3,10:05:28,89,91,92,642,633,649
P3,10:05:29,89,91,95,624,736,629
P3,10:05:30,91,91,94,617,782,640
P3,10:05:31,92,91,88,633,760,680
P3,10:05:32,93,91,88,667,697,681
P3,10:05:33,92,90,87,736,687,687
P3,10:05:34,90,90,87,761,659,691
P3,10:05:35,87,91,86,734,659,700
P3,10:05:36,86,91,86,687,641,700
P3,10:05:37,87,92,83,668,622,720
P3,10:05:38,87,94,90,659,594,663
P3,10:05:39,88,96,90,645,580,666
P3,10:05:40,90,96,89,623,595,676
P3,10:05:41,91,97,87,593,595,688
P3,10:05:42,94,96,87,584,642,688
P3,10:05:43,97,94,88,595,676,684
P3,10:05:44,97,93,90,594,718,666
P3,10:05:45,98,92,87,602,719,687
P3,10:05:46,98,90,87,675,723,689
P3,10:05:47,96,89,85,685,711,706
P3,10:05:48,93,88,86,718,708,700
P3,10:05:49,92,87,86,722,708,695
P3,10:05:50,89,87,87,702,708,692
P3,10:05:51,89,85,87,708,742,692
P3,10:05:52,88,85,86,717,733,694
P3,10:05:53,87,85,87,708,708,691
P3,10:05:54,87,84,79,743,721,764
P3,10:05:55,86,84,82,732,734,737
P3,10:05:56,85,84,85,732,708,710
P3,10:05:57,85,84,88,717,704,682
P3,10:05:58,85,85,89,722,685,676
P3,10:05:59,84,85,78,708,662,765
P3,10:06:00,84,86,82,703,668,729
P3,10:06:01,84,86,83,685,708,723
P3,10:06:02,85,85,83,682,740,720
P3,10:06:03,86,85,84,668,723,718
P3,10:06:04,86,85,86,683,683,697
P3,10:06:05,86,86,87,708,676,686
P3,10:06:06,86,86,90,723,679,664
P3,10:06:07,85,86,85,684,674,705
P3,10:06:08,86,86,86,677,709,699
P3,10:06:09,86,86,87,681,718,690
P3,10:06:10,87,86,86,673,701,695
P3,10:06:11,87,85,91,696,706,656
P3,10:06:12,87,85,89,709,714,673
P3,10:06:13,86,86,86,701,663,699
P3,10:06:14,86,87,87,694,657,692
P3,10:06:15,86,87,89,713,698,677
P3,10:06:16,86,86,87,702,719,689
P3,10:06:17,86,85,87,657,737,689
P3,10:06:18,87,84,88,666,769,682
P3,10:06:19,87,83,86,719,791,698
P3,10:06:20,87,82,81,714,741,745
P3,10:06:21,86,82,83,737,745,725
P3,10:06:22,85,83,83,769,708,722
P3,10:06:23,84,83,82,737,707,732
P3,10:06:24,83,83,81,741,706,742
P3,10:06:25,83,84,81,708,701,743
P3,10:06:26,83,84,79,685,727,763
P3,10:06:27,84,83,81,705,751,738
P3,10:06:28,84,82,84,701,736,717
P3,10:06:29,84,82,82,688,753,733
P3,10:06:30,84,82,80,751,752,747
P3,10:06:31,84,82,84,749,707,716
P3,10:06:32,83,82,84,736,732,716
P3,10:06:33,83,82,83,751,744,721
P3,10:06:34,82,82,82,714,688,731
P3,10:06:35,83,82,81,707,690,742
P3,10:06:36,83,84,88,745,680,683
P3,10:06:37,82,84,84,713,692,717
P3,10:06:38,83,84,82,689,737,731
P3,10:06:39,84,84,82,679,720,727
P3,10:06:40,84,84,83,692,699,723
P3,10:06:41,85,83,84,716,744,715
P3,10:06:42,84,83,84,737,750,716
P3,10:06:43,84,83,83,699,716,719
P3,10:06:44,84,83,83,714,729,721
P3,10:06:45,84,82,83,744,741,724
P3,10:06:46,84,83,79,716,700,758
P3,10:06:47,83,83,82,720,708,730
P3,10:06:48,83,83,83,741,725,727
P3,10:06:49,83,83,83,719,708,721
P3,10:06:50,83,83,84,700,705,718
P3,10:06:51,83,83,83,725,729,720
P3,10:06:52,83,83,81,728,713,745
P3,10:06:53,83,84,79,705,697,760
P3,10:06:54,84,83,77,724,730,776
P3,10:06:55,83,83,80,729,736,746
P3,10:06:56,83,83,81,696,706,741
P3,10:06:57,84,83,81,696,717,735
P3,10:06:58,84,84,82,736,729,730
P3,10:06:59,84,84,83,712,682,722
P3,10:07:00,84,85,84,706,670,716
P3,10:07:01,84,85,83,729,692,724
P3,10:07:02,84,85,83,705,709,727
P3,10:07:03,84,85,84,671,677,711
P3,10:07:04,85,85,89,688,693,671
P3,10:07:05,85,85,91,708,714,659
P3,10:07:06,85,85,90,695,717,669
P3,10:07:07,86,84,88,676,724,685
P3,10:07:08,86,84,85,714,705,704
P3,10:07:09,85,85,85,730,688,707
P3,10:07:10,85,85,85,724,691,707
P3,10:07:11,85,85,85,721,704,703
P3,10:07:12,85,85,86,704,690,699
P3,10:07:13,85,84,86,692,710,696
P3,10:07:14,85,84,86,697,730,699
P3,10:07:15,85,85,85,690,696,703
P3,10:07:16,85,85,85,718,691,703
P3,10:07:17,85,85,86,718,670,700
P3,10:07:18,85,86,86,705,667,694
P3,10:07:19,85,89,87,696,622,686
P3,10:07:20,86,90,98,670,622,614
P3,10:07:21,86,91,94,653,647,638
P3,10:07:22,88,90,90,635,666,668
P3,10:07:23,89,90,89,622,671,674
P3,10:07:24,91,89,87,622,686,688
P3,10:07:25,91,89,86,666,705,700
P3,10:07:26,91,88,77,665,706,779
P3,10:07:27,91,86,90,686,737,670
P3,10:07:28,91,86,87,707,705,690
P3,10:07:29,89,86,86,705,695,697
P3,10:07:30,89,86,85,737,692,701
P3,10:07:31,87,87,85,737,689,705
P3,10:07:32,86,87,81,696,673,742
P3,10:07:33,86,87,83,683,689,726
P3,10:07:34,87,87,86,694,692,700
P3,10:07:35,87,87,86,666,676,694
P3,10:07:36,87,88,87,689,666,690
P3,10:07:37,87,89,89,688,657,674
P3,10:07:38,87,90,91,692,616,657
P3,10:07:39,87,91,95,680,619,629
P3,10:07:40,88,92,94,656,613,635
P3,10:07:41,89,94,91,627,600,656
P3,10:07:42,90,95,92,619,592,654
P3,10:07:43,92,97,91,628,581,660
P3,10:07:44,94,98,87,602,578,691
P3,10:07:45,96,99,89,593,583,672
P3,10:07:46,97,98,85,580,598,707
P3,10:07:47,99,98,87,577,637,687
P3,10:07:48,101,97,89,582,637,672
P3,10:07:49,101,97,81,599,614,742
P3,10:07:50,100,98,86,631,599,698
P3,10:07:51,99,98,82,637,572,732
P3,10:07:52,97,99,76,633,566,793
P3,10:07:53,98,102,83,599,549,720
P3,10:07:54,99,104,88,573,546,684
P3,10:07:55,100,105,86,560,555,697
P3,10:07:56,103,105,87,554,564,688
P3,10:07:57,105,106,86,546,553,696
P3,10:07:58,106,106,84,555,846,715
P3,10:07:59,107,106,84,564,889,717
P3,10:08:00,107,106,83,553,886,722
P3,10:08:01,107,106,84,601,901,718
P3,10:08:02,107,106,91,847,899,660
P3,10:08:03,108,106,88,889,861,678
P3,10:08:04,107,106,94,886,817,638
P3,10:08:05,107,106,99,901,775,608
P3,10:08:06,105,106,87,900,771,691
P3,10:08:07,97,106,83,817,793,727
P3,10:08:08,87,106,81,788,834,738
P3,10:08:09,85,105,80,775,791,752
P3,10:08:10,83,104,77,771,750,778
P3,10:08:11,83,102,77,834,752,775
P3,10:08:12,82,101,79,822,814,755
P3,10:08:13,80,100,80,791,785,754
P3,10:08:14,80,100,76,752,824,791
P3,10:08:15,80,98,73,801,842,825
P3,10:08:16,80,97,74,814,764,816
P3,10:08:17,79,97,75,785,719,798
P3,10:08:18,78,97,78,824,659,772
P3,10:08:19,78,96,81,800,636,744
P3,10:08:20,77,96,84,764,641,717
P3,10:08:21,77,96,81,659,663,743
P3,10:08:22,80,96,79,654,643,760
P3,10:08:23,81,95,77,641,662,778
P3,10:08:24,83,94,77,666,683,779
P3,10:08:25,84,93,84,644,680,717
P3,10:08:26,86,92,85,658,674,706
P3,10:08:27,87,91,87,683,698,691
P3,10:08:28,87,89,87,674,717,686
P3,10:08:29,87,88,88,673,706,685
P3,10:08:30,88,88,87,676,723,689
P3,10:08:31,88,88,86,717,709,696
P3,10:08:32,87,89,85,706,640,708
P3,10:08:33,87,89,84,706,651,713
P3,10:08:34,86,89,88,709,671,681
P3,10:08:35,86,88,92,640,725,654
P3,10:08:36,87,87,91,628,752,656
P3,10:08:37,89,86,89,651,748,675
P3,10:08:38,89,85,86,725,723,696
P3,10:08:39,88,85,86,736,724,698
P3,10:08:40,87,84,83,747,716,719
P3,10:08:41,86,84,82,743,728,729
P3,10:08:42,85,84,81,723,728,739
P3,10:08:43,84,83,82,716,732,733
P3,10:08:44,84,84,81,721,713,739
P3,10:08:45,84,84,82,728,699,730
P3,10:08:46,84,84,83,732,692,724
P3,10:08:47,84,85,83,719,703,721
P3,10:08:48,84,85,83,700,675,719
P3,10:08:49,84,86,84,686,683,718
P3,10:08:50,84,86,85,703,688,704
P3,10:08:51,85,86,86,670,688,696
P3,10:08:52,85,86,87,683,700,684
P3,10:08:53,86,85,88,683,713,680
P3,10:08:54,86,86,84,688,678,712
P3,10:08:55,86,86,95,701,679,629
P3,10:08:56,86,86,84,716,693,716
P3,10:08:57,86,87,81,678,679,739
P3,10:08:58,86,88,88,677,647,683
P3,10:08:59,87,88,89,694,669,671
P3,10:09:00,87,88,90,681,665,663
P3,10:09:01,87,88,91,648,762,657
P3,10:09:02,88,87,90,650,788,669
P3,10:09:03,88,85,88,665,812,682
P3,10:09:04,89,82,86,696,821,697
P3,10:09:05,89,82,88,762,774,685
P3,10:09:06,86,82,117,789,700,512
P3,10:09:07,85,82,85,821,668,710
P3,10:09:08,83,82,85,805,625,710
P3,10:09:09,82,87,88,774,602,681
P3,10:09:10,82,89,90,667,634,663
P3,10:09:11,83,89,92,615,657,649
P3,10:09:12,87,88,94,597,681,636
P3,10:09:13,89,88,93,634,716,648
P3,10:09:14,90,87,91,641,717,657
P3,10:09:15,91,85,89,681,730,673
P3,10:09:16,91,85,88,716,746,683
P3,10:09:17,89,84,79,734,740,757
P3,10:09:18,88,83,80,730,765,746
P3,10:09:19,87,82,82,755,752,735
P3,10:09:20,85,82,82,750,757,731
P3,10:09:21,85,80,80,746,784,746
P3,10:09:22,84,81,78,777,737,769
P3,10:09:23,83,80,78,753,772,763
P3,10:09:24,82,80,79,783,781,758
P3,10:09:25,82,80,84,778,748,712
P3,10:09:26,81,80,82,738,714,733
P3,10:09:27,81,80,78,781,758,766
P3,10:09:28,81,80,80,749,706,749
P3,10:09:29,81,82,79,714,693,763
P3,10:09:30,81,82,82,759,720,729
P3,10:09:31,81,82,85,752,701,705
P3,10:09:32,81,83,89,693,686,677
P3,10:09:33,81,83,89,677,734,674
P3,10:09:34,82,82,86,719,743,699
P3,10:09:35,83,82,84,685,763,717
P3,10:09:36,83,81,81,707,757,742
P3,10:09:37,83,81,81,734,744,745
P3,10:09:38,83,81,80,737,750,746
P3,10:09:39,83,81,80,763,764,746
P3,10:09:40,82,81,80,744,743,747
P3,10:09:41,82,81,80,727,756,750
P3,10:09:42,82,81,80,750,709,751
P3,10:09:43,82,81,80,743,721,747
P3,10:09:44,81,81,81,736,708,737
P3,10:09:45,81,82,81,755,708,742
P3,10:09:46,81,82,83,721,727,727
P3,10:09:47,82,82,84,740,719,717
P3,10:09:48,82,81,84,708,769,713
P3,10:09:49,82,81,84,727,768,714
P3,10:09:50,82,80,84,711,781,712
P3,10:09:51,83,80,84,769,743,713
P3,10:09:52,82,80,82,739,738,735
P3,10:09:53,82,80,80,767,732,748
P3,10:09:54,81,81,78,781,712,771
P3,10:09:55,81,81,77,738,726,775
P3,10:09:56,81,82,81,748,726,740
P3,10:09:57,81,81,82,712,738,730
P3,10:09:58,81,81,84,726,762,711
P3,10:09:59,82,81,84,710,751,712
P3,10:10:00,82,81,82,738,744,736
P3,10:10:01,82,80,79,734,752,755
P3,10:10:02,82,80,77,762,766,782
P3,10:10:03,81,80,78,744,742,772
P3,10:10:04,81,80,79,762,759,755
P3,10:10:05,81,79,79,753,786,753
P3,10:10:06,81,79,80,742,778,751
P3,10:10:07,81,78,80,758,779,752
P3,10:10:08,80,78,80,766,793,752
P3,10:10:09,80,78,80,773,764,749
P3,10:10:10,80,77,74,780,773,811
P3,10:10:11,79,77,71,797,799,840
P3,10:10:12,79,77,72,794,774,837
P3,10:10:13,78,77,73,773,786,818
P3,10:10:14,78,77,77,777,757,775
P3,10:10:15,78,77,77,799,763,781
P3,10:10:16,78,77,76,774,777,787
P3,10:10:17,78,78,76,757,780,792
P3,10:10:18,78,78,77,785,728,782
P3,10:10:19,78,79,77,762,719,778
P3,10:10:20,78,79,78,780,730,771
P3,10:10:21,78,79,82,746,740,735
P3,10:10:22,78,79,82,737,750,734
P3,10:10:23,78,78,82,728,772,729
P3,10:10:24,79,78,81,743,810,739
P3,10:10:25,79,77,77,750,810,775
P3,10:10:26,79,77,77,772,800,781
P3,10:10:27,79,77,76,792,789,786
P3,10:10:28,79,77,76,809,763,786
P3,10:10:29,78,77,76,810,760,785
P3,10:10:30,78,78,74,789,755,807
P3,10:10:31,78,78,80,765,736,746
P3,10:10:32,78,78,78,763,749,761
P3,10:10:33,78,78,77,754,771,777
P3,10:10:34,78,79,79,744,723,758
P3,10:10:35,78,79,80,736,718,747
P3,10:10:36,79,80,82,771,718,732
P3,10:10:37,79,80,85,756,709,709
P3,10:10:38,79,81,84,723,708,713
P3,10:10:39,79,81,86,718,753,697
P3,10:10:40,80,81,83,742,754,723
P3,10:10:41,80,81,83,708,727,724
P3,10:10:42,81,81,83,721,733,724
P3,10:10:43,81,81,83,753,747,725
P3,10:10:44,81,81,83,727,717,727
P3,10:10:45,81,82,84,706,738,711
P3,10:10:46,81,81,86,733,773,700
P3,10:10:47,81,81,84,718,750,717
P3,10:10:48,81,80,83,711,752,723
P3,10:10:49,82,80,81,738,752,742
P3,10:10:50,82,80,79,750,761,762
P3,10:10:51,81,80,79,733,744,764
P3,10:10:52,81,80,79,752,767,758
P3,10:10:53,81,80,80,760,763,753
P3,10:10:54,81,80,80,744,732,752
P3,10:10:55,81,80,80,744,734,752
P3,10:10:56,81,80,81,763,731,743
P3,10:10:57,80,80,81,737,736,740
P3,10:10:58,80,80,81,732,753,738
P3,10:10:59,81,81,81,731,711,739
P3,10:11:00,81,81,81,733,714,739
P3,10:11:01,81,81,81,736,737,738
P3,10:11:02,81,81,82,740,741,730
P3,10:11:03,81,81,82,711,731,730
P3,10:11:04,81,81,82,736,747,731
P3,10:11:05,81,81,82,750,729,735
P3,10:11:06,81,81,81,741,732,740
P3,10:11:07,81,81,81,746,750,740
P3,10:11:08,81,81,81,748,725,738
P3,10:11:09,81,81,81,729,716,736
P3,10:11:10,81,81,82,750,718,734
P3,10:11:11,81,82,83,741,707,725
P3,10:11:12,81,82,83,725,693,724
P3,10:11:13,81,82,83,723,746,722
P3,10:11:14,82,82,83,718,753,721
P3,10:11:15,82,82,83,693,696,724
P3,10:11:16,83,85,88,724,625,684
P3,10:11:17,83,87,88,746,611,679
P3,10:11:18,82,90,89,696,595,675
P3,10:11:19,83,93,88,625,592,680
P3,10:11:20,86,94,86,625,591,699
P3,10:11:21,87,95,74,603,595,810
P3,10:11:22,89,96,70,595,601,853
P3,10:11:23,94,97,84,591,587,717
P3,10:11:24,96,98,96,595,583,622
P3,10:11:25,97,99,86,601,592,698
P3,10:11:26,98,100,84,597,569,715
P3,10:11:27,99,101,88,583,578,678
P3,10:11:28,100,102,90,592,579,667
P3,10:11:29,101,103,87,570,557,687
P3,10:11:30,102,104,87,568,557,688
P3,10:11:31,103,103,77,579,596,780
P3,10:11:32,104,103,82,557,652,732
P3,10:11:33,105,103,86,557,781,700
P3,10:11:34,106,103,85,568,778,703
P3,10:11:35,105,103,85,653,837,707
P3,10:11:36,103,103,85,694,812,709
P3,10:11:37,97,103,85,781,733,709
P3,10:11:38,86,102,103,778,662,583
P3,10:11:39,84,102,95,812,639,629
P3,10:11:40,83,102,90,790,617,659
P3,10:11:41,82,102,90,768,585,663
P3,10:11:42,84,103,84,622,575,717
P3,10:11:43,87,103,91,605,559,659
P3,10:11:44,91,104,89,585,555,676
P3,10:11:45,91,105,117,577,549,513
P3,10:11:46,92,106,96,575,543,626
P3,10:11:47,100,107,91,555,541,658
P3,10:11:48,103,108,90,546,530,667
P3,10:11:49,106,109,87,542,527,687
